appendices/appendix-l-langchain/section-l.1.html|0|NO CAPTION|PromptTemplate | ChatModel | OutputParser Result
appendices/appendix-l-langchain/section-l.2.html|0|NO CAPTION|User Input History Store (get_session_history) RunnableWith MessageHistory LCEL Chain Response
part-8-evaluation-production/module-29-evaluation-observability/section-29.2.html|1|Figure 29.2.3: Cohen's d effect size interpretation guide for LLM evaluation comparisons.|0 No effect 0.2 Small 0.5 Medium 0.8 Large 1.2+ Very large Difference in standard deviation units
part-8-evaluation-production/module-29-evaluation-observability/section-29.2.html|2|Figure 29.2.4: Ablation study results showing the contribution of each component. Chain-of-thought has the largest impact.|Full System (Baseline): System Prompt + Few-Shot + CoT + Reranker + GPT-4o Score: 0.847 Ablation 1: Remove system prompt 0.791 &darr; 6.6% Ablation 2: Remove few-shot examples 0.823 &darr; 2.8% Ablati
part-8-evaluation-production/module-29-evaluation-observability/section-29.3.html|0|Figure 29.3.1: Evaluation metrics mapped to each stage of the RAG pipeline.|User Query Input Retriever Vector search Context Retrieved chunks Generator LLM answer Retrieval Metrics Context Precision Context Recall Context Relevancy Generation Metrics Faithfulness Answer Relev
part-8-evaluation-production/module-29-evaluation-observability/section-29.3.html|1|Figure 29.3.2: Comparing ideal vs. actual agent trajectories. The agent got the right answer but through an inefficient path.|Ideal Trajectory search_db(q) calculate(data) format_report(r) Final Answer 3 steps Actual Trajectory search_web(q) search_db(q) search_db(q) calculate(data) format_report(r) Answer 6 steps
part-8-evaluation-production/module-29-evaluation-observability/section-29.4.html|0|Figure 29.4.2: The LLM testing pyramid. Unit tests with mocked responses form the foundation; adversarial tests sit at the top.|Adversarial Integration Tests Unit Tests (Mocked LLM) Slow, expensive Red team, prompt injection Moderate speed Real API calls, curated set Fast, deterministic Mocked responses, many cases Speed &amp;
part-8-evaluation-production/module-29-evaluation-observability/section-29.4.html|1|Figure 29.4.3: Categories of red-team tests for LLM applications.|Prompt Injection System prompt leak Instruction override Role-play attacks Encoding bypass Delimiter confusion Content Safety Harmful instructions Bias amplification Stereotype generation Profanity/to
part-8-evaluation-production/module-29-evaluation-observability/section-29.4.html|2|Figure 29.4.4: LLM CI/CD pipeline with progressive test stages.|Git Push Prompt change Unit Tests Mocked (5 sec) promptfoo Eval Real API (2 min) Safety Tests Red team (5 min) Deploy If all pass Trigger Fast Medium Slow Release Each stage gates the next. Failures b
part-8-evaluation-production/module-29-evaluation-observability/section-29.6.html|0|Figure 29.6.2: A three-stage quality gate pipeline. Each gate uses different evaluation strategies and thresholds appropriate to its position in the d|Gate 1: Unit Eval Golden test cases Format compliance Safety checks Threshold: 95% pass Gate 2: Regression Eval Compare vs. baseline Statistical significance No category regression Threshold: p &lt; 0
part-8-evaluation-production/module-30-observability-monitoring/section-30.1.html|0|Figure 30.1.1: Anatomy of an LLM trace showing spans, durations, and metadata for a RAG request.|0ms 1200ms RAG Request (total: 1180ms) embed_query (85ms) vector_search (120ms) rerank (65ms) llm_generate (870ms) [gpt-4o, 1420 tokens] pp Span Metadata (llm_generate) model: gpt-4o prompt_tokens: 58
part-8-evaluation-production/module-30-observability-monitoring/section-30.1.html|1|Figure 30.1.2: Alert categories for production LLM applications covering performance, cost, and quality.|Performance Latency p95 &gt; 5s Error rate &gt; 1% Token/request &gt; 2x baseline Timeout rate &gt; 0.5% Queue depth &gt; 100 Cost &amp; Usage Daily spend &gt; &#36;X threshold Cost per request spike 
part-8-evaluation-production/module-30-observability-monitoring/section-30.2.html|0|Figure 30.2.2: Three categories of drift in LLM systems, each with different root causes and detection strategies.|LLM System Drift Prompt Drift Accumulating patches Inconsistent formatting Context window pressure Unversioned changes Template variable creep You control this Provider Drift Silent model updates Depr
part-8-evaluation-production/module-30-observability-monitoring/section-30.3.html|0|Figure 30.3.1: The five layers that must be versioned for fully reproducible LLM experiments.|Infrastructure Docker, GPU type, API region Code + Dependencies Git SHA, requirements.txt, library versions Data + Embeddings DVC hash, embedding model version, index snapshot Model Configuration Prov
part-8-evaluation-production/module-30-observability-monitoring/section-30.3.html|1|Figure 30.3.2: Complete reproducibility workflow combining configuration, code, data, environment, and result tracking.|Hydra Config Versioned YAML Git + DVC Code + data Docker Build Pinned deps Run Experiment Deterministic MLflow / W&amp;B Track results
part-8-evaluation-production/module-31-production-engineering/section-31.1.html|0|Figure 31.1.3 The three-layer architecture separates API concerns, application logic, and model inference so each layer can evolve independently. The |Clients Web App Mobile App CLI / SDK HTTP API Layer FastAPI / LitServe Route Handling Request Validation Auth / Rate Limiting SSE / WebSocket Health Checks OpenAPI Docs Scales horizontally async Busin
part-8-evaluation-production/module-31-production-engineering/section-31.1.html|1|Figure 31.1.4: SSE provides simpler one-way streaming ideal for chat; WebSockets enable full-duplex communication for interactive applications.|Server-Sent Events (SSE) HTTP/1.1 or HTTP/2 Unidirectional (server to client) Auto-reconnect built in Best for: chat completions text/event-stream WebSockets Persistent TCP connection Bidirectional (b
part-8-evaluation-production/module-31-production-engineering/section-31.1.html|2|Figure 31.1.5: Each major cloud provider offers managed model endpoints, container orchestration, serverless functions, and raw GPU compute.|AWS Bedrock (managed APIs) SageMaker Endpoints ECS / EKS (containers) Lambda (serverless) EC2 + GPU instances Google Cloud Vertex AI Endpoints Cloud Run (containers) GKE (Kubernetes) Cloud Functions C
part-8-evaluation-production/module-31-production-engineering/section-31.1.html|3|Figure 31.1.6: Deployment decision tree based on model ownership and infrastructure requirements.|Yes Need auto-scaling? Yes SageMaker / Vertex AI No Modal / Replicate No Data residency needs? Yes Azure OpenAI / Bedrock No Direct API (OpenAI, etc.)
part-8-evaluation-production/module-31-production-engineering/section-31.2.html|0|Figure 31.2.3 Token streaming pipeline and how each frontend framework implements it, from server-side generation to client-side rendering.|LLM Token generator tokens Server Framework Async generator / yield SSE formatting data: {json} HTTP Stream SSE / chunked events Client UI EventSource / fetch Incremental render How Each Framework Han
part-8-evaluation-production/module-31-production-engineering/section-31.2.html|1|Figure 31.2.4: Three common frontend architecture patterns, from monolithic Python demos to decoupled production stacks.|Python Monolith Gradio / Streamlit UI + Backend in one process LLM Logic Model / API Client Best for: demos, prototypes internal tools Chat-First Chainlit UI Conversation + step display Agent / Chain 
part-8-evaluation-production/module-31-production-engineering/section-31.2.html|2|Figure 31.2.5: Open WebUI provides a self-hosted, multi-user chat interface that connects to Ollama or any OpenAI-compatible API.|Browser Multi-user UI Open WebUI Python + SvelteKit Ollama (local) OpenAI-compat API SQLite / PostgreSQL Chat history, users, RAG
part-8-evaluation-production/module-31-production-engineering/section-31.3.html|0|Figure 31.3.1: Latency optimization operates at four layers; the highest-impact changes depend on your bottleneck.|Caching Layer: Semantic cache, exact match, KV-cache reuse Request Layer: Batching, request coalescing, priority queues Model Layer: Quantization (GPTQ, AWQ), speculative decoding, distillation Infras
part-8-evaluation-production/module-31-production-engineering/section-31.3.html|1|Figure 31.3.2 Complete request flow with rate limiting, backpressure queue, auto-scaling GPU workers, and metrics collection. Rejected requests receiv|Incoming Requests Rate Limiter Token bucket Per-user quotas Burst capacity 429 Too Many Bounded Queue Backpressure signals Priority ordering Health: utilization % 65% 503 Overloaded GPU Worker Pool Au
part-8-evaluation-production/module-31-production-engineering/section-31.3.html|2|Figure 31.3.4: Production guardrail pipeline with input rails (pre-generation) and output rails (post-generation) protecting the LLM.|User Input Input Rails Injection, PII, topic control LLM Generation Output Rails Toxicity, facts, hallucination Safe Response Block / Refusal Redact / Retry
part-8-evaluation-production/module-31-production-engineering/section-31.4.html|0|Figure 31.4.1 The LLMOps lifecycle connects four phases (develop, test, deploy, monitor) through a continuous feedback loop, with a shared registry tr|From prompt development through production monitoring to continuous improvement 1. Develop Write prompt template Version with hash Offline eval (test set) Choose model + params 2. A/B Test Hash-based 
part-8-evaluation-production/module-31-production-engineering/section-31.4.html|1|Figure 31.4.2: A/B testing pipeline for LLM prompt variants with hash-based traffic splitting and online metric collection.|Request Traffic Splitter Hash-based 50% 50% Variant A Prompt v2.1 Variant B Prompt v2.2 Online Evaluation Metrics + Statistics
part-8-evaluation-production/module-31-production-engineering/section-31.4.html|2|Figure 31.4.3: The data flywheel turns production usage into training data, creating a self-improving cycle.|User Interactions Feedback + Logs Curated Eval Data Improved Model
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.1.html|0|Figure 32.1.1 The OWASP Top 10 for LLM applications organized into three threat families, each with corresponding defensive strategies.|Input Manipulation LLM01: Prompt Injection Direct + indirect manipulation LLM04: Model DoS Resource exhaustion via queries LLM09: Overreliance Trusting outputs blindly Defense: Input validation + rate
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.1.html|1|Figure 32.1.2: Four layers of defense protect LLM applications from security threats at every stage of the request lifecycle.|Layer 1: Input Validation (regex, blocklist, Prompt Guard) Layer 2: Prompt Hardening (sandwich, delimiters, instructions) Layer 3: Output Scanning (toxicity, PII, code execution) Layer 4: Monitoring &
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.2.html|0|Figure 32.2.1: Three complementary approaches detect different types of hallucination at different stages.|Self-Consistency Sample N responses at high temperature Check agreement across samples Low agreement = likely hallucination Citation Verification Extract cited claims from LLM output Verify each claim
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.2.html|1|Figure 32.2.2: Mitigation strategies range from RAG grounding (simple but partial) to calibrated abstention (most reliable for high-stakes use cases).|RAG Grounding Anchor to source docs Constrained Gen JSON schema, regex Confidence Cal. Score + threshold Abstention "I don't know" Lower effort, partial coverage Higher effort, better coverage
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.2.html|2|Figure 32.2.3 A production hallucination pipeline routes LLM output through detection checks and selects the response strategy based on confidence sco|LLM Output Raw generation Detection Battery Self-consistency check NLI entailment scoring Citation verification Confidence Score: 0.0 to 1.0 Risk Level? High conf Serve with citations Medium Serve wit
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.3.html|0|Figure 32.3.1: Bias enters at every stage: data collection, training, alignment, and deployment context.|Training Data Web crawl biases Representation gaps Pre-training Pattern amplification Frequency bias RLHF / Alignment Annotator values Cultural norms Deployment Prompt design User population
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.3.html|1|Figure 32.3.2 Three complementary documentation standards (model card, datasheet, system card) cover progressively broader scope from the model itself|Model Card Covers the MODEL Intended use cases Performance metrics Ethical considerations Known limitations Bias evaluation results Audience: Users, regulators Datasheet Covers the DATA Collection met
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.3.html|2|Figure 32.3.3: Environmental impact comes from both training (one-time) and inference (ongoing); inference often dominates over a model's lifetime.|Training GPU hours: 10K-1M+ CO2: 100-10,000+ tons Water: cooling systems One-time, amortized Inference Per-query energy cost Scales with usage Often > training total Ongoing, cumulative Mitigation Sma
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.4.html|0|Figure 32.4.1: The EU AI Act classifies AI systems into four risk tiers with escalating compliance requirements.|Prohibited Social scoring, manipulation High Risk Employment, credit, education, law enforcement Conformity assessment, logging, human oversight Limited Risk Chatbots, deepfakes, emotion recognition T
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.4.html|1|Figure 32.4.2 Sector-specific regulations layer on top of general AI regulations, creating compound compliance obligations for LLM deployments in heal|Healthcare HIPAA FDA AI/ML Guidance 21 CFR Part 11 Key requirements: PHI de-identification BAA with API providers Clinical validation Full audit trails EU AI Act: HIGH RISK Financial Services SR 11-7 
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.4.html|2|Figure 32.4.3: Regulatory approaches vary significantly by jurisdiction, from binding EU law to voluntary US frameworks.|EU AI Act (binding law) Risk-based tiers GPAI model obligations Strictest approach US Executive orders Sector-specific rules Voluntary commitments Lighter, evolving Others UK: pro-innovation China: al
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.5.html|0|Figure 32.5.1: The NIST AI RMF defines four core functions; Govern is the overarching function while Map, Measure, and Manage form a continuous cycle.|GOVERN MAP Context, stakeholders, risks MEASURE Metrics, testing, monitoring MANAGE Mitigate, respond, improve GOVERN provides overarching structure; MAP, MEASURE, MANAGE operate continuously.
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.5.html|1|Figure 32.5.2 A hash-chained audit trail links each LLM interaction record to its predecessor, making any modification detectable through chain verifi|Entry #1 request_id: req_001 timestamp: 2027-03-15T10:30 model: gpt-4o user_id: u_abc123 input_hash: a3f8... output_hash: 7b2c... prev_hash: (genesis) SHA-256: 9e4d1f... Entry #2 request_id: req_002 t
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.5.html|2|Figure 32.5.3: SR 11-7's three lines of defense separate model development, independent validation, and audit oversight.|1st Line Model Development Business units own risk ML engineers, product teams, data scientists 2nd Line Model Validation Independent challenge Risk management, compliance teams 3rd Line Internal Audi
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.6.html|0|Figure 32.6.1: Model licenses range from fully open (Apache 2.0) to proprietary API-only access with no weight availability.|Apache 2.0 Most open Llama License Open weights + AUP CC-BY-NC Non-commercial only Proprietary API No weights access
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.6.html|1|Figure 32.6.2 DP-SGD protects training data privacy through gradient clipping (bounding individual influence) and calibrated noise injection, with a p|Step 1: Per-Sample Gradients g1 g2 (large) g3 g4 (medium) clip norm C clip Step 2: Clip to Max Norm g1 g2 clipped g3 g4 clipped max norm C avg Step 3: Average + Noise avg + noise = update noise ~ N(0,
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.6.html|2|Figure 32.6.3: IP ownership questions span training data rights, output copyrightability, and fine-tuned model status.|Training Data Fair use for training? Opt-out mechanisms? Compensation models? Active litigation Model Outputs Who owns AI text? Copyrightable? User vs. provider? Jurisdiction-dependent Fine-Tuned Mode
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.7.html|0|Figure 32.7.1: Unlearning methods trade off between forgetting guarantees and computational cost.|Exact Unlearning Retrain from scratch on filtered dataset Guarantee: complete Cost: prohibitive for large LLMs Gold standard Approximate Gradient ascent on forget set Guarantee: partial Cost: moderate
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.7.html|1|Figure 32.7.2 Two geometric views of unlearning in weight space. Gradient ascent (left) moves away from the forget set's loss minimum. Task vector neg|Gradient Ascent Unlearning w2 w1 Original Model Gradient Descent (normal training) Gradient ASCENT (maximize loss on forget set) Retain loss pulls back (preserve general ability) Unlearned Model Forge
part-9-safety-strategy/module-32-safety-ethics-regulation/section-32.7.html|2|Figure 32.7.3: Good unlearning must score well on all three axes: forgetting the target data, retaining general capability, and resisting membership i|Forget Quality Can the model still reproduce the data? Metric: accuracy on forget set (lower = better) Target: near random Retain Quality Does the model still work on other tasks? Metric: accuracy on 
part-9-safety-strategy/module-33-strategy-product-roi/section-33.1.html|0|Figure 33.1.2 The four-phase Use Case Discovery Workshop progressively filters raw pain points into ranked, data-ready LLM use cases. The code below p|Phase 1: Pain Points 30 minutes Each stakeholder lists: Time-consuming tasks Error-prone processes Customer frustrations Output: 15 to 25 raw pain points Phase 2: LLM Fit 20 minutes Filter checklist: 
part-9-safety-strategy/module-33-strategy-product-roi/section-33.1.html|1|Figure 33.1.3: Value-Complexity Matrix showing ticket routing as a quick win and contract review as a strategic bet|Implementation Complexity &#8594; Business Value &#8594; QUICK WINS Do first STRATEGIC BETS Plan carefully FILL-INS Low priority AVOID High cost, low return Tickets Legal FAQ
part-9-safety-strategy/module-33-strategy-product-roi/section-33.1.html|2|Figure 33.1.4: Three-phase AI roadmap spanning 6 to 18 months|Phase 1: Foundation Months 1 to 6 &#8226; AI readiness assessment &#8226; First quick-win use case &#8226; Data pipeline setup &#8226; Evaluation framework &#8226; Team formation (2-3 people) &#8226; 
part-9-safety-strategy/module-33-strategy-product-roi/section-33.2.html|0|Figure 33.2.1 The LLM Product Metrics Pyramid showing three measurement layers from model internals to business outcomes. The code below puts this int|Three layers of measurement from model internals to business outcomes BUSINESS IMPACT "Did it move the needle?" Resolution Rate | Deflection Rate | Cost per Resolution PRODUCT USAGE "Do users trust an
part-9-safety-strategy/module-33-strategy-product-roi/section-33.2.html|1|Figure 33.2.2: Four-layer hallucination defense strategy|LAYER 1: Grounding (RAG, tool use, knowledge base retrieval) LAYER 2: Output Validation (citation check, fact verification, consistency) LAYER 3: Confidence Scoring (entropy, self-consistency, abstent
part-9-safety-strategy/module-33-strategy-product-roi/section-33.2.html|2|Figure 33.2.3: The LLM product iteration cycle (1 to 2 weeks per loop)|Eval Suite Prompt Tuning A/B Test Ship + Monitor 1-2 week cycle
part-9-safety-strategy/module-33-strategy-product-roi/section-33.3.html|0|Figure 33.3.1: The LLM ROI framework balancing costs against measurable value|COSTS Development: engineering hours, data labeling Infrastructure: GPU compute, vector DB, hosting API Costs: per-token charges, rate limits Maintenance: monitoring, retraining, drift fixes Opportuni
part-9-safety-strategy/module-33-strategy-product-roi/section-33.3.html|1|Figure 33.3.2 Side-by-side ROI comparison showing how SaaS deployments and custom-built RAG systems have fundamentally different payback profiles|Year 1 economics at a glance (12-month horizon) Coding Assistant (100 devs) Total Cost &#36;67,800 Total Value &#36;174,000 Setup cost: &#36;15,000 Monthly operating: &#36;4,400/mo Monthly value: &#36
part-9-safety-strategy/module-33-strategy-product-roi/section-33.3.html|2|Figure 33.3.3: The attribution challenge when multiple improvements happen concurrently|Before: &#36;35/ticket After: &#36;18/ticket AI Copilot: &#36;10/ticket (59%)? New Training: &#36;4/ticket (24%)? Senior Hires: &#36;3/ticket (18%)?
part-9-safety-strategy/module-33-strategy-product-roi/section-33.4.html|0|Figure 33.4.1 The LLM technology stack with build vs. buy recommendations at each layer, from commodity infrastructure to differentiating application |Each layer has distinct build/buy tradeoffs; buy commodity layers, build differentiating ones Favor Buy/SaaS Case-by-case Favor Build/Self-host Application Logic Your product UX, business rules, integ
part-9-safety-strategy/module-33-strategy-product-roi/section-33.4.html|1|Figure 33.4.2: Build vs. Buy decision tree for LLM stack components|Is this a competitive differentiator? Yes Do you have the ML talent? Yes BUILD Custom model + infra No BUILD + HIRE Recruit then build No Does a vendor solution exist? Yes Is TCO lower than build? Yes
part-9-safety-strategy/module-33-strategy-product-roi/section-33.5.html|0|Figure 33.5.2 Monthly compute budget breakdown showing how inference dominates spend, guiding optimization priorities|Total: &#36;3,895/month across four workload categories Inference (prod) Fine-tune Embeddings Exp. Inference (Prod) &#36;2,336 59.9% of budget GPU: 2x L40S Hours: 730/mo (24/7) Rate: &#36;1.60/hr Fine
part-9-safety-strategy/module-33-strategy-product-roi/section-33.5.html|1|Figure 33.5.3: Multi-provider inference architecture with weighted routing|Inference Router Primary: OpenAI GPT-4o / GPT-4o-mini Priority: Quality-critical Weight: 60% Secondary: Anthropic Claude 3.5 Sonnet / Haiku Priority: Failover + long ctx Weight: 25% Self-hosted Llama 
